Area,International Phone Number,Latitude,Longitude
Eixample,+34 932 77 24 20,41.4051245,2.1667699
Eixample,+34 932 76 88 81,41.4011302,2.1621138
Eixample,+34 932 76 04 67,41.3979206,2.1694672
Eixample,+34 932 75 90 15,41.3955796,2.1729252
Eixample,+34 932 73 00 00,41.391724,2.159261
Eixample,+34 932 72 69 59,41.3951729,2.1604622
Eixample,+34 932 72 67 43,41.3934051,2.1626955
Eixample,+34 932 72 66 62,41.3945298,2.1661082
Eixample,+34 932 72 65 48,41.3947961,2.1596946
Eixample,+34 932 72 65 00,41.391514,2.1615641
Eixample,+34 932 72 57 16,41.3919099,2.1692485
Eixample,+34 932 72 55 86,41.3945006,2.1704534
Eixample,+34 932 72 52 25,41.393661,2.170219
Eixample,+34 932 72 50 98,41.3914226,2.1624987
Eixample,+34 932 72 50 80,41.393673,2.160394
Eixample,+34 932 72 49 56,41.3911847,2.1653247
Eixample,+34 932 72 48 30,41.3936148,2.1661501
Eixample,+34 932 72 47 66,41.394021,2.164855
Eixample,+34 932 72 45 01,41.390744,2.163421
Eixample,+34 932 72 42 57,41.3945905,2.1592306
Eixample,+34 932 72 42 28,41.3928499,2.1647328
Eixample,+34 932 72 39 80,41.3952894,2.1647328
Eixample,+34 932 72 39 07,41.3947682,2.1624033
Eixample,+34 932 72 38 10,41.3926849,2.1673976
Eixample,+34 932 72 33 40,41.3935554,2.1606751
Eixample,+34 932 72 29 49,41.3923965,2.1626074
Eixample,+34 932 72 29 28,41.3925855,2.1605079
Eixample,+34 932 72 28 30,41.3953831,2.1633653
Eixample,+34 932 72 24 23,41.3926872,2.1636095
Eixample,+34 932 72 21 25,41.3947679,2.1664569
Eixample,+34 932 72 19 95,41.3971439,2.1633595
Eixample,+34 932 72 18 74,41.3955617,2.1627902
Eixample,+34 932 72 17 27,41.3943474,2.159637
Eixample,+34 932 72 17 10,41.3931124,2.1674762
Eixample,+34 932 72 15 20,41.3955562,2.1637871
Eixample,+34 932 72 15 00,41.3914226,2.1624987
Eixample,+34 932 72 14 11,41.3945484,2.1636665
Eixample,+34 932 72 02 60,41.3953528,2.1641732
Eixample,+34 932 72 00 80,41.3912937,2.1678581
Eixample,+34 932 72 00 50,41.3935576,2.1686381
Eixample,+34 932 71 33 42,41.3970757,2.1603347
Eixample,+34 932 71 31 07,41.3952027,2.1702824
Eixample,+34 932 71 08 24,41.3965306,2.1668935
Eixample,+34 932 70 54 00,41.3982032,2.1613138
Eixample,+34 932 70 25 00,41.3966051,2.1515856
Eixample,+34 932 70 17 50,41.3921911,2.1698995
Eixample,+34 932 70 12 53,41.395668,2.160054
Eixample,+34 932 70 04 05,41.3979744,2.1761563
Eixample,+34 932 70 01 03,41.3980293,2.176371
Eixample,+34 932 69 77 00,41.3932426,2.1668116
Eixample,+34 932 69 65 97,41.398877,2.1629258
Eixample,+34 932 68 12 53,41.3935149,2.1656367
Eixample,+34 932 65 83 32,41.4052093,2.1650545
Eixample,+34 932 65 82 45,41.3953934,2.1705592
Eixample,+34 932 65 74 61,41.3954376,2.1721575
Eixample,+34 932 65 64 69,41.397056,2.172271
Eixample,+34 932 65 59 25,41.3992465,2.1768537
Eixample,+34 932 65 52 23,41.395026,2.1711842
Eixample,+34 932 65 51 12,41.3954748,2.1710722
Eixample,+34 932 65 50 76,41.3973801,2.1759773
Eixample,+34 932 65 47 80,41.3963186,2.1751164
Eixample,+34 932 65 46 24,41.3980011,2.1752741
Eixample,+34 932 65 22 77,41.3969084,2.1753645
Eixample,+34 932 65 22 22,41.3973308,2.1747704
Eixample,+34 932 65 22 11,41.3988622,2.1671661
Eixample,+34 932 65 19 50,41.3954376,2.1721575
Eixample,+34 932 65 16 84,41.3969288,2.1749336
Eixample,+34 932 65 16 36,41.3981818,2.1749685
Eixample,+34 932 65 13 62,41.3963628,2.17119185
Eixample,+34 932 65 07 55,41.3979733,2.1746801
Eixample,+34 932 65 05 93,41.394265,2.16941
Eixample,+34 932 65 05 83,41.3948762,2.1712364
Eixample,+34 932 65 00 61,41.3967945,2.1712658
Eixample,+34 932 61 60 60,41.39502551,2.163479171
Eixample,+34 932 55 40 00,41.3920523,2.1659964
Eixample,+34 932 55 31 99,41.3974803,2.1591838
Eixample,+34 932 55 31 89,41.3973735,2.1589593
Eixample,+34 932 55 31 72,41.3974803,2.1591838
Eixample,+34 932 55 31 27,41.3973454,2.1590243
Eixample,+34 932 55 31 10,41.3973488,2.1589893
Eixample,+34 932 55 30 00,41.3979721,2.1580324
Eixample,+34 932 55 21 35,41.3969963,2.164133
Eixample,+34 932 53 02 82,41.3956155,2.1547462
Eixample,+34 932 52 84 30,41.3984556,2.1608097
Eixample,+34 932 52 20 28,41.3988387,2.1607091
Eixample,+34 932 50 80 85,41.3925343,2.1617282
Eixample,+34 932 50 78 90,41.3946803,2.1739426
Eixample,+34 932 50 71 93,41.3913546,2.1572015
Eixample,+34 932 50 70 81,41.398946,2.158858
Eixample,+34 932 50 70 59,41.3992742,2.1549136
Eixample,+34 932 50 68 46,41.3919083,2.166382
Eixample,+34 932 50 65 45,41.4016436,2.1704973
Eixample,+34 932 50 31 54,41.3959676,2.1535788
Eixample,+34 932 48 09 50,41.4037361,2.1731884
Eixample,+34 932 47 74 74,41.3983994,2.1757987
Eixample,+34 932 47 25 18,41.3945533,2.1745963
Eixample,+34 932 47 17 50,41.3980353,2.1756369
Eixample,+34 932 46 39 96,41.3969996,2.1752259
Eixample,+34 932 46 39 10,41.396052,2.1749517
Eixample,+34 932 46 37 30,41.3979154,2.1727949
Eixample,+34 932 46 32 41,41.3963386,2.1706946
Eixample,+34 932 46 18 54,41.3968043,2.17509
Eixample,+34 932 45 96 79,41.3996591,2.1753042
Eixample,+34 932 45 94 58,41.3978624,2.1767886
Eixample,+34 932 45 88 07,41.3956155,2.1752374
Eixample,+34 932 45 73 60,41.39588505,2.17623515
Eixample,+34 932 45 61 16,41.393842,2.1665739
Eixample,+34 932 45 49 01,41.3944727,2.1717813
Eixample,+34 932 45 39 55,41.3979932,2.1757803
Eixample,+34 932 45 33 84,41.3977763,2.1747937
Eixample,+34 932 45 28 76,41.3989499,2.1733868
Eixample,+34 932 44 85 21,41.3946692,2.1725541
Eixample,+34 932 44 45 28,41.3979251,2.173002
Eixample,+34 932 44 04 76,41.3968119,2.1743288
Eixample,+34 932 44 02 78,41.3945334,2.1722827
Eixample,+34 932 42 55 06,41.3974205,2.1621312
Eixample,+34 932 41 57 70,41.3927587,2.1568228
Eixample,+34 932 41 22 40,41.3973315,2.1617955
Eixample,+34 932 38 97 50,41.3969078,2.15714
Eixample,+34 932 38 96 84,41.3998716,2.1565002
Eixample,+34 932 38 93 54,41.39573,2.15462
Eixample,+34 932 38 89 79,41.3998754,2.1597403
Eixample,+34 932 38 89 55,41.3996038,2.1541543
Eixample,+34 932 38 81 00,41.3921757,2.1630896
Eixample,+34 932 38 80 91,41.3958717,2.1590215
Eixample,+34 932 38 78 12,41.400376,2.158255
Eixample,+34 932 38 77 81,41.394388,2.161667
Eixample,+34 932 38 77 65,41.3964304,2.153506
Eixample,+34 932 38 71 22,41.3964438,2.1564623
Eixample,+34 932 38 64 44,41.3974482,2.1640452
Eixample,+34 932 38 63 55,41.3920929,2.1554715
Eixample,+34 932 38 60 85,41.3987827,2.156604
Eixample,+34 932 38 56 06,41.3927545,2.1563539
Eixample,+34 932 38 55 49,41.3975713,2.158787
Eixample,+34 932 38 54 22,41.3979256,2.1568069
Eixample,+34 932 38 49 00,41.3968459,2.1546396
Eixample,+34 932 38 48 93,41.3979631,2.1610472
Eixample,+34 932 38 48 08,41.3961451,2.1538452
Eixample,+34 932 38 46 87,41.3959768,2.1560955
Eixample,+34 932 38 46 70,41.3977377,2.1598763
Eixample,+34 932 38 44 99,41.3943114,2.161556
Eixample,+34 932 38 42 22,41.3949891,2.1569267
Eixample,+34 932 38 07 35,41.396836,2.152953
Eixample,+34 932 38 06 96,41.3973715,2.1559889
Eixample,+34 932 38 02 01,41.3990681,2.1600541
Eixample,+34 932 37 97 04,41.39810317,2.151638467
Eixample,+34 932 37 93 63,41.3996357,2.1550226
Eixample,+34 932 37 92 13,41.3946454,2.1542606
Eixample,+34 932 37 90 52,41.3974272,2.1578725
Eixample,+34 932 37 89 94,41.39971,2.157236
Eixample,+34 932 37 82 95,41.4007258,2.1577404
Eixample,+34 932 37 82 23,41.3987718,2.1568684
Eixample,+34 932 37 75 88,41.3946769,2.1570734
Eixample,+34 932 37 71 07,41.3944455,2.1568865
Eixample,+34 932 37 69 78,41.3990949,2.157141
Eixample,+34 932 37 55 56,41.3944131,2.158489
Eixample,+34 932 37 49 67,41.39592,2.1561207
Eixample,+34 932 37 48 94,41.3938443,2.1570335
Eixample,+34 932 37 48 46,41.3973809,2.1601614
Eixample,+34 932 37 43 22,41.39724465,2.1600014
Eixample,+34 932 37 41 21,41.3972182,2.156948
Eixample,+34 932 37 41 20,41.3991178,2.1599496
Eixample,+34 932 37 39 42,41.4007582,2.1570333
Eixample,+34 932 37 38 43,41.4001446,2.1552881
Eixample,+34 932 37 31 24,41.397304,2.151893
Eixample,+34 932 37 28 42,41.3931437,2.1568044
Eixample,+34 932 37 11 82,41.3998291,2.1601241
Eixample,+34 932 37 11 22,41.3972885,2.1580819
Eixample,+34 932 37 10 86,41.3988511,2.15678
Eixample,+34 932 37 08 30,41.3994143,2.1580202
Eixample,+34 932 37 07 02,41.3929087,2.1606764
Eixample,+34 932 37 00 35,41.3984151,2.1581463
Eixample,+34 932 37 00 02,41.3928374,2.1546378
Eixample,+34 932 36 31 00,41.3998004,2.168025
Eixample,+34 932 32 99 69,41.3953009,2.1714667
Eixample,+34 932 32 98 91,41.3951751,2.1746286
Eixample,+34 932 32 93 58,41.3952593,2.1709186
Eixample,+34 932 32 81 66,41.3966535,2.1750823
Eixample,+34 932 32 51 96,41.3956189,2.1752284
Eixample,+34 932 32 17 63,41.3955635,2.1714198
Eixample,+34 932 31 82 63,41.3991905,2.1768616
Eixample,+34 932 31 77 67,41.3951625,2.1721333
Eixample,+34 932 31 72 30,41.3980192,2.1757544
Eixample,+34 932 31 69 05,41.3993531,2.1768884
Eixample,+34 932 31 44 74,41.3977166,2.1747146
Eixample,+34 932 31 27 56,41.3962013,2.1743262
Eixample,+34 932 31 05 12,41.3974347,2.1737816
Eixample,+34 932 29 83 50,41.39894,2.16811
Eixample,+34 932 27 84 00,41.3912893,2.1598265
Eixample,+34 932 22 82 26,41.3982823,2.1607473
Eixample,+34 932 22 54 86,41.397367,2.156939
Eixample,+34 932 22 26 96,41.3926097,2.1607543
Eixample,+34 932 22 03 26,41.396407,2.160347
Eixample,+34 932 21 17 48,41.3908379,2.155634
Eixample,+34 932 20 86 96,41.3952249,2.1646144
Eixample,+34 932 20 82 08,41.3915108,2.1689995
Eixample,+34 932 20 69 40,41.3914626,2.1635917
Eixample,+34 932 20 34 43,41.390792,2.165476
Eixample,+34 932 20 14 27,41.3953772,2.1597403
Eixample,+34 932 20 03 77,41.3992138,2.1625594
Eixample,+34 932 19 93 62,41.403125,2.162609
Eixample,+34 932 19 25 04,41.4034591,2.1636877
Eixample,+34 932 18 95 86,41.3933146,2.1531181
Eixample,+34 932 18 95 32,41.3974326,2.1540563
Eixample,+34 932 18 93 06,41.3936292,2.1688944
Eixample,+34 932 18 92 22,41.396905,2.156258
Eixample,+34 932 18 91 71,41.3993301,2.1548708
Eixample,+34 932 18 87 88,41.3960745,2.1556593
Eixample,+34 932 18 86 77,41.4004493,2.1585698
Eixample,+34 932 18 81 99,41.3980579,2.1594562
Eixample,+34 932 18 81 38,41.3992788,2.1550392
Eixample,+34 932 18 80 86,41.3961368,2.1542277
Eixample,+34 932 18 80 80,41.3976551,2.1543063
Eixample,+34 932 18 78 46,41.3967139,2.1638379
Eixample,+34 932 18 75 72,41.3987755,2.1578982
Eixample,+34 932 18 75 36,41.3967566,2.1522996
Eixample,+34 932 18 73 74,41.3998812,2.1569813
Eixample,+34 932 18 72 84,41.3921487,2.1545261
Eixample,+34 932 18 68 29,41.3941622,2.1567277
Eixample,+34 932 18 63 05,41.3965604,2.1527922
Eixample,+34 932 18 61 50,41.394704,2.1557078
Eixample,+34 932 18 59 88,41.398224,2.153771
Eixample,+34 932 18 57 67,41.3973695,2.1611565
Eixample,+34 932 18 48 19,41.3981199,2.1532165
Eixample,+34 932 18 44 08,41.3957291,2.1525066
Eixample,+34 932 18 40 88,41.3999976,2.1562779
Eixample,+34 932 18 39 82,41.3934613,2.1534083
Eixample,+34 932 18 38 85,41.3979481,2.1575671
Eixample,+34 932 18 37 65,41.3972613,2.1601139
Eixample,+34 932 18 36 81,41.3926813,2.1539711
Eixample,+34 932 18 36 66,41.3944969,2.1524378
Eixample,+34 932 18 36 54,41.3979254,2.1609305
Eixample,+34 932 18 36 50,41.3948489,2.1587041
Eixample,+34 932 18 35 73,41.4006445,2.1574645
Eixample,+34 932 18 35 40,41.3974803,2.1591838
Eixample,+34 932 18 34 39,41.4007593,2.1569796
Eixample,+34 932 18 32 23,41.3961347,2.1542745
Eixample,+34 932 18 25 28,41.3988408,2.1604913
Eixample,+34 932 18 20 39,41.3939406,2.1562627
Eixample,+34 932 18 19 93,41.3976193,2.1575366
Eixample,+34 932 18 19 33,41.3970627,2.1607326
Eixample,+34 932 18 17 43,41.3999496,2.1591346
Eixample,+34 932 18 16 30,41.3964983,2.1555558
Eixample,+34 932 18 16 14,41.3973634,2.1601647
Eixample,+34 932 18 14 29,41.3992574,2.1537298
Eixample,+34 932 18 13 81,41.3997066,2.1593077
Eixample,+34 932 18 11 72,41.3991306,2.1583393
Eixample,+34 932 18 10 54,41.3927816,2.1556485
Eixample,+34 932 18 05 54,41.3939411,2.1538254
Eixample,+34 932 18 04 17,41.394111,2.155923
Eixample,+34 932 18 00 50,41.3969153,2.1585756
Eixample,+34 932 17 99 31,41.397973,2.156309
Eixample,+34 932 17 95 87,41.400222,2.158008
Eixample,+34 932 17 93 37,41.3998282,2.1576102
Eixample,+34 932 17 88 86,41.3950447,2.1582907
Eixample,+34 932 17 87 01,41.3990101,2.1537153
Eixample,+34 932 17 87 00,41.3961705,2.155131167
Eixample,+34 932 17 86 12,41.3978276,2.1519066
Eixample,+34 932 17 85 16,41.3945115,2.1542234
Eixample,+34 932 17 82 50,41.391881,2.155227
Eixample,+34 932 17 75 73,41.3939087,2.1578035
Eixample,+34 932 17 73 06,41.395494,2.1613813
Eixample,+34 932 17 72 45,41.3994872,2.1560434
Eixample,+34 932 17 70 74,41.3964733,2.1602337
Eixample,+34 932 17 70 62,41.398142,2.1595954
Eixample,+34 932 17 69 88,41.3977104,2.1567495
Eixample,+34 932 17 66 43,41.3971284,2.1582787
Eixample,+34 932 17 65 63,41.3921454,2.1547513
Eixample,+34 932 17 61 01,41.4004514,2.1577279
Eixample,+34 932 17 59 51,41.395368,2.157073
Eixample,+34 932 17 59 35,41.4008599,2.1583395
Eixample,+34 932 17 58 24,41.3985803,2.1557875
Eixample,+34 932 17 56 54,41.3962053,2.1555567
Eixample,+34 932 17 56 07,41.3938496,2.1576235
Eixample,+34 932 17 55 42,41.393084,2.1568523
Eixample,+34 932 17 54 08,41.3964225,2.1550179
Eixample,+34 932 17 46 17,41.3970832,2.152105
Eixample,+34 932 17 44 32,41.399688,2.15931
Eixample,+34 932 17 43 38,41.3973351,2.1612629
Eixample,+34 932 17 43 29,41.3957216,2.1584428
Eixample,+34 932 17 40 57,41.3970536,2.1522454
Eixample,+34 932 17 37 04,41.3972231,2.1547068
Eixample,+34 932 17 32 47,41.399923,2.1567491
Eixample,+34 932 17 31 68,41.3971643,2.1582376
Eixample,+34 932 17 30 69,41.3979554,2.1605459
Eixample,+34 932 17 28 68,41.3956139,2.154799
Eixample,+34 932 17 22 99,41.3931196,2.155720225
Eixample,+34 932 17 22 70,41.3970523,2.1594381
Eixample,+34 932 17 21 90,41.3977676,2.1536884
Eixample,+34 932 17 18 84,41.3971091,2.1582179
Eixample,+34 932 17 17 31,41.3948879,2.1569338
Eixample,+34 932 17 17 00,41.3980821,2.16116525
Eixample,+34 932 17 15 04,41.3973188,2.1590396
Eixample,+34 932 17 14 17,41.4000148,2.1554125
Eixample,+34 932 17 09 00,41.396407,2.161248
Eixample,+34 932 17 08 94,41.399558,2.1548275
Eixample,+34 932 17 03 32,41.400393,2.159272
Eixample,+34 932 17 02 17,41.3963886,2.1543337
Eixample,+34 932 17 01 73,41.395174,2.159622
Eixample,+34 932 17 01 00,41.4000799,2.1550416
Eixample,+34 932 16 80 00,41.3930712,2.1656629
Eixample,+34 932 16 44 78,41.3945549,2.1632686
Eixample,+34 932 16 20 65,41.3928668,2.1607347
Eixample,+34 932 16 06 14,41.3912163,2.1605079
Eixample,+34 932 16 03 68,41.3923251,2.1608515
Eixample,+34 932 16 03 65,41.3920402,2.1656655
Eixample,+34 932 16 03 36,41.3975773,2.1587934
Eixample,+34 932 16 03 06,41.3917,2.164918
Eixample,+34 932 16 02 69,41.3910217,2.1638481
Eixample,+34 932 16 01 75,41.3914803,2.1649813
Eixample,+34 932 16 01 21,41.39137733,2.1650878
Eixample,+34 932 15 98 61,41.3932802,2.1610068
Eixample,+34 932 15 97 64,41.3924962,2.1637608
Eixample,+34 932 15 95 70,41.393089,2.159505
Eixample,+34 932 15 91 38,41.3952657,2.164134
Eixample,+34 932 15 90 83,41.39491,2.16441
Eixample,+34 932 15 89 99,41.3926347,2.1630516
Eixample,+34 932 15 89 11,41.3933271,2.1598453
Eixample,+34 932 15 88 81,41.3946221,2.1710632
Eixample,+34 932 15 88 75,41.3996683,2.1633296
Eixample,+34 932 15 88 59,41.391875,2.1660281
Eixample,+34 932 15 87 85,41.3911709,2.1630538
Eixample,+34 932 15 84 05,41.390464,2.162159
Eixample,+34 932 15 81 87,41.3933944,2.1616333
Eixample,+34 932 15 81 04,41.3926081,2.1648914
Eixample,+34 932 15 76 78,41.3944616,2.161532
Eixample,+34 932 15 76 11,41.3925852,2.1637782
Eixample,+34 932 15 75 30,41.3931577,2.1631837
Eixample,+34 932 15 73 23,41.398364,2.153646
Eixample,+34 932 15 73 20,41.3963344,2.1634143
Eixample,+34 932 15 73 13,41.3951729,2.1604622
Eixample,+34 932 15 70 72,41.3936681,2.1695279
Eixample,+34 932 15 70 16,41.3925296,2.1651086
Eixample,+34 932 15 68 81,41.3929342,2.1683407
Eixample,+34 932 15 68 79,41.3937036,2.1648759
Eixample,+34 932 15 68 00,41.3931714,2.1642626
Eixample,+34 932 15 65 38,41.3909349,2.1657874
Eixample,+34 932 15 63 93,41.3912077,2.1640965
Eixample,+34 932 15 63 65,41.3909059,2.1652653
Eixample,+34 932 15 58 76,41.3943784,2.1657434
Eixample,+34 932 15 55 23,41.3937415,2.1690342
Eixample,+34 932 15 54 41,41.3943051,2.1599913
Eixample,+34 932 15 53 90,41.3930945,2.1595114
Eixample,+34 932 15 53 38,41.39385763,2.160764
Eixample,+34 932 15 52 30,41.3907435,2.1634209
Eixample,+34 932 15 51 34,41.3914333,2.1626111
Eixample,+34 932 15 50 50,41.3934044,2.1606711
Eixample,+34 932 15 50 00,41.3962621,2.1626294
Eixample,+34 932 15 45 92,41.3909672,2.1653806
Eixample,+34 932 15 44 99,41.3925897,2.1638539
Eixample,+34 932 15 44 53,41.3916096,2.1630338
Eixample,+34 932 15 44 24,41.3942594,2.1639533
Eixample,+34 932 15 43 48,41.3974254,2.1656014
Eixample,+34 932 15 41 75,41.3939646,2.1633245
Eixample,+34 932 15 40 49,41.391393,2.1625612
Eixample,+34 932 15 39 80,41.39330135,2.1584168
Eixample,+34 932 15 38 76,41.393928,2.165301
Eixample,+34 932 15 37 06,41.3956237,2.16300035
Eixample,+34 932 15 36 13,41.3952757,2.167046
Eixample,+34 932 15 32 90,41.3957377,2.1634632
Eixample,+34 932 15 30 61,41.3945059,2.152861
Eixample,+34 932 15 29 75,41.3916643,2.1622196
Eixample,+34 932 15 29 19,41.3952425,2.1605799
Eixample,+34 932 15 27 30,41.390774,2.1611574
Eixample,+34 932 15 27 25,41.3953297,2.1643559
Eixample,+34 932 15 25 22,41.3921829,2.161531
Eixample,+34 932 15 24 72,41.3920326,2.1616153
Eixample,+34 932 15 23 93,41.3916853,2.1631015
Eixample,+34 932 15 23 23,41.3926813,2.162526
Eixample,+34 932 15 23 11,41.3958732,2.1632838
Eixample,+34 932 15 22 46,41.39254,2.1633038
Eixample,+34 932 15 18 47,41.3949729,2.1577269
Eixample,+34 932 15 17 93,41.3928363,2.1614831
Eixample,+34 932 15 16 69,41.393322,2.160111
Eixample,+34 932 15 16 50,41.3912585,2.1652355
Eixample,+34 932 15 15 15,41.3930803,2.1612371
Eixample,+34 932 15 13 97,41.3920787,2.1591536
Eixample,+34 932 15 13 13,41.3924769,2.1637452
Eixample,+34 932 15 12 65,41.3925977,2.1588575
Eixample,+34 932 15 11 92,41.3902626,2.1597239
Eixample,+34 932 15 11 34,41.3961448,2.1631674
Eixample,+34 932 15 10 20,41.3938549,2.1601254
Eixample,+34 932 15 09 99,41.3938644,2.1599466
Eixample,+34 932 15 09 57,41.39233,2.1632047
Eixample,+34 932 15 08 52,41.393247,2.1592346
Eixample,+34 932 15 06 74,41.3948636,2.1607575
Eixample,+34 932 15 06 03,41.3958812,2.161026
Eixample,+34 932 15 03 30,41.394378,2.165743
Eixample,+34 932 15 02 37,41.3940509,2.1590207
Eixample,+34 932 15 02 21,41.3906599,2.1626394
Eixample,+34 932 14 41 63,41.3921984,2.1584943
Eixample,+34 932 14 25 76,41.3952155,2.1619024
Eixample,+34 932 14 20 70,41.396113,2.163037
Eixample,+34 932 14 20 65,41.396143,2.163025
Eixample,+34 932 14 20 61,41.396131,2.16288
Eixample,+34 932 14 00 00,41.3925434,2.1639382
Eixample,+34 932 13 89 08,41.4033602,2.1622908
Eixample,+34 932 13 76 15,41.40274,2.1601684
Eixample,+34 932 13 75 98,41.402584,2.1599383
Eixample,+34 932 13 68 13,41.4011247,2.1702238
Eixample,+34 932 13 59 21,41.4023034,2.1600555
Eixample,+34 932 13 43 36,41.4042116,2.1626229
Eixample,+34 932 13 18 23,41.4000897,2.1568394
Eixample,+34 932 13 14 98,41.4020445,2.1616425
Eixample,+34 932 12 59 43,41.3938408,2.166574
Eixample,+34 932 12 15 33,41.3981696,2.1651531
Eixample,+34 932 10 73 50,41.4020873,2.1601563
Eixample,+34 932 10 50 14,41.4013806,2.1587972
Eixample,+34 932 10 28 46,41.401572,2.1591189
Eixample,+34 932 10 21 53,41.4038791,2.1631561
Eixample,+34 932 10 15 90,41.3935554,2.1606751
Eixample,+34 932 10 08 15,41.4020076,2.1586627
Eixample,+34 932 09 99 37,41.3944925,2.1533169
Eixample,+34 932 09 91 46,41.3963476,2.1611692
Eixample,+34 932 09 85 31,41.3941326,2.1536681
Eixample,+34 932 09 83 11,41.3940872,2.1534083
Eixample,+34 932 09 58 39,41.3954977,2.1524052
Eixample,+34 932 09 31 96,41.3981308,2.1544043
Eixample,+34 932 08 28 28,41.3973854,2.16425
Eixample,+34 932 08 26 90,41.3993855,2.1691484
Eixample,+34 932 08 24 84,41.3991627,2.1691051
Eixample,+34 932 08 23 48,41.3971573,2.1690512
Eixample,+34 932 08 22 00,41.3963684,2.1670081
Eixample,+34 932 08 20 51,41.4031279,2.1712503
Eixample,+34 932 08 20 37,41.4005156,2.1674911
Eixample,+34 932 08 18 88,41.3968253,2.165958
Eixample,+34 932 08 17 50,41.399545,2.1617254
Eixample,+34 932 08 15 20,41.4012419,2.1665372
Eixample,+34 932 08 12 00,41.39831,2.167613
Eixample,+34 932 08 10 81,41.399518,2.1669947
Eixample,+34 932 08 09 40,41.39592,2.156121
Eixample,+34 932 08 07 40,41.401525,2.1671928
Eixample,+34 932 08 02 85,41.3972954,2.1698335
Eixample,+34 932 08 02 40,41.4024408,2.1635679
Eixample,+34 932 07 79 68,41.4030537,2.1638606
Eixample,+34 932 07 79 39,41.400001,2.159834
Eixample,+34 932 07 79 11,41.4056465,2.1684239
Eixample,+34 932 07 78 92,41.3970376,2.1688828
Eixample,+34 932 07 74 98,41.4004227,2.1687243
Eixample,+34 932 07 73 07,41.400497,2.16355
Eixample,+34 932 07 72 12,41.4024986,2.1634289
Eixample,+34 932 07 71 10,41.4044182,2.1655836
Eixample,+34 932 07 68 19,41.3980775,2.1643292
Eixample,+34 932 07 67 04,41.404129,2.1657838
Eixample,+34 932 07 66 73,41.3994581,2.1616758
Eixample,+34 932 07 66 69,41.3993567,2.1655624
Eixample,+34 932 07 64 91,41.4051013,2.1690656
Eixample,+34 932 07 63 10,41.4010814,2.1679052
Eixample,+34 932 07 61 62,41.3973178,2.17064
Eixample,+34 932 07 59 49,41.3946971,2.1679784
Eixample,+34 932 07 57 18,41.39896353,2.173704567
Eixample,+34 932 07 54 83,41.4015438,2.175273
Eixample,+34 932 07 53 28,41.402228,2.1683687
Eixample,+34 932 07 52 68,41.3972349,2.1713508
Eixample,+34 932 07 51 77,41.4005852,2.1654653
Eixample,+34 932 07 48 66,41.3988341,2.169732
Eixample,+34 932 07 45 18,41.400506,2.1716025
Eixample,+34 932 07 45 13,41.3982109,2.1652982
Eixample,+34 932 07 44 50,41.401242,2.1653164
Eixample,+34 932 07 42 61,41.3990063,2.1647195
Eixample,+34 932 07 41 80,41.40066605,2.1654809
Eixample,+34 932 07 40 61,41.3993691,2.1632863
Eixample,+34 932 07 38 55,41.403594,2.1675426
Eixample,+34 932 07 38 13,41.4027751,2.1646268
Eixample,+34 932 07 35 84,41.3999122,2.1713467
Eixample,+34 932 07 35 14,41.3992918,2.1632539
Eixample,+34 932 07 31 65,41.4006202,2.1712929
Eixample,+34 932 07 31 10,41.396796,2.1683286
Eixample,+34 932 07 30 85,41.4012732,2.1623004
Eixample,+34 932 07 28 76,41.3964278,2.1688279
Eixample,+34 932 07 27 58,41.3952799,2.1669136
Eixample,+34 932 07 25 16,41.3961788,2.1660156
Eixample,+34 932 07 20 81,41.4058816,2.1658621
Eixample,+34 932 07 20 58,41.3988819,2.1617074
Eixample,+34 932 07 20 08,41.399123,2.1737077
Eixample,+34 932 07 19 74,41.4005306,2.1724128
Eixample,+34 932 07 19 63,41.396456,2.155698
Eixample,+34 932 07 18 04,41.4044158,2.1677906
Eixample,+34 932 07 18 00,41.3914394,2.1600849
Eixample,+34 932 07 17 44,41.3996226,2.1623824
Eixample,+34 932 07 13 81,41.3991411,2.164676
Eixample,+34 932 07 08 80,41.3995848,2.1654717
Eixample,+34 932 07 07 96,41.4049799,2.1659002
Eixample,+34 932 07 07 08,41.398621,2.1719658
Eixample,+34 932 07 05 89,41.4005417,2.1735666
Eixample,+34 932 07 04 81,41.4004813,2.1706215
Eixample,+34 932 07 04 02,41.4046401,2.1676945
Eixample,+34 932 06 65 40,41.3960789,2.1567531
Eixample,+34 932 01 91 31,41.3957118,2.15209
Eixample,+34 932 01 35 69,41.3963678,2.1549552
Eixample,+34 932 00 57 22,41.3972315,2.1609856
Eixample,+34 932 00 29 05,41.3923074,2.1638662
Eixample,+34 932 00 22 14,41.3943417,2.1535384
Eixample,+34 932 00 01 49,41.3951194,2.1645995
Eixample,+34 931 98 02 70,41.3961843,2.15942965
Eixample,+34 931 93 73 81,41.3985531,2.152908
Eixample,+34 931 93 34 71,41.3904415,2.1559697
Eixample,+34 931 87 69 54,41.3934804,2.1544827
Eixample,+34 931 87 31 02,41.3975304,2.1648641
Eixample,+34 931 86 63 60,41.399324,2.1612412
Eixample,+34 931 86 63 59,41.3983069,2.1727804
Eixample,+34 931 86 35 78,41.3928015,2.1615057
Eixample,+34 931 85 74 49,41.3997572,2.1644473
Eixample,+34 931 85 53 50,41.3938345,2.1555966
Eixample,+34 931 85 23 33,41.399317,2.1602782
