Area,category,business_status,formatted_phone_number,international_phone_number,name,opening_hours,place_id,rating,types,url,user_ratings_total,website,permanently_closed,price_level,latitude,longitude
Eixample,moving_company,OPERATIONAL,932 20 82 08,+34 932 20 82 08,Okify,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJywwogSCjpBIRHSxkD3Fm1Xs,4.9,"['moving_company', 'insurance_agency', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=8923150872480066589,180.0,http://okify.io/,,,41.39151079999999,2.1689995
Eixample,university,OPERATIONAL,932 20 69 40,+34 932 20 69 40,Digital Age University,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJyZRLJU2jpBIRanVwCtUIcrs,5.0,"['university', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=13506867943533737322,23.0,https://digitalageuniversity.com/,,,41.3914626,2.1635917
Eixample,furniture_store,OPERATIONAL,932 20 34 43,+34 932 20 34 43,interiortime.com,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJG_oPp_KipBIR9PMHZysbHtk,,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=15644972028757799924,,,,,41.39079199999999,2.165476
Eixample,car_dealer,OPERATIONAL,932 20 14 27,+34 932 20 14 27,Tesla Barcelona Passeig de Gracia,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']}",ChIJJY4tVJGjpBIRyVy3MWoaD0M,4.6,"['car_dealer', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=4832109968594787529,440.0,https://www.tesla.com/es_es,,,41.3953772,2.159740299999999
Eixample,bar,OPERATIONAL,932 20 03 77,+34 932 20 03 77,Generator Barcelona,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJq3-mD5WipBIRQxCr-6SSacI,4.1,"['cafe', 'bar', 'lodging', 'food', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=14008889353207222339,3019.0,https://staygenerator.com/hostels/barcelona?utm_source=google-my-business&utm_medium=organic&utm_campaign=hostel-Barcelona,,,41.3992138,2.1625594
Eixample,cafe,OPERATIONAL,932 20 03 77,+34 932 20 03 77,Generator Barcelona,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJq3-mD5WipBIRQxCr-6SSacI,4.1,"['cafe', 'lodging', 'bar', 'food', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=14008889353207222339,3019.0,https://staygenerator.com/hostels/barcelona?utm_source=google-my-business&utm_medium=organic&utm_campaign=hostel-Barcelona,,,41.3992138,2.1625594
Eixample,lodging,OPERATIONAL,932 20 03 77,+34 932 20 03 77,Generator Barcelona,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJq3-mD5WipBIRQxCr-6SSacI,4.1,"['cafe', 'bar', 'lodging', 'food', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=14008889353207222339,3019.0,https://staygenerator.com/hostels/barcelona?utm_source=google-my-business&utm_medium=organic&utm_campaign=hostel-Barcelona,,,41.3992138,2.1625594
Eixample,locksmith,OPERATIONAL,932 19 93 62,+34 932 19 93 62,CATAL-pur,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1330'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 1, 'time': '1930'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '1330'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 2, 'time': '1930'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '1330'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 3, 'time': '1930'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '1330'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 4, 'time': '1930'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 5, 'time': '1330'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 5, 'time': '1930'}, 'open': {'day': 5, 'time': '1600'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20091:30\u202fPM, 4:00\u2009–\u20097:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20091:30\u202fPM, 4:00\u2009–\u20097:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20091:30\u202fPM, 4:00\u2009–\u20097:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20091:30\u202fPM, 4:00\u2009–\u20097:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20091:30\u202fPM, 4:00\u2009–\u20097:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJu6Gtrr-ipBIReJq7TyOwXJA,4.6,"['locksmith', 'general_contractor', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=10402382905027041912,11.0,http://www.catal-pur.com/,,,41.403125,2.162609
Eixample,atm,OPERATIONAL,932 19 25 04,+34 932 19 25 04,Oficina Banc BBVA,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1415'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1415'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1415'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1415'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1415'}, 'open': {'day': 5, 'time': '0830'}}], 'weekday_text': ['Monday: 8:30\u202fAM\u2009–\u20092:15\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20092:15\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20092:15\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20092:15\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20092:15\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJv1DodL-ipBIRCUo5cHZHXWU,2.4,"['bank', 'atm', 'accounting', 'finance', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=7304072744679328265,31.0,https://www.bbva.es/,,,41.4034591,2.1636877
Eixample,bank,OPERATIONAL,932 19 25 04,+34 932 19 25 04,Oficina Banc BBVA,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1415'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1415'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1415'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1415'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1415'}, 'open': {'day': 5, 'time': '0830'}}], 'weekday_text': ['Monday: 8:30\u202fAM\u2009–\u20092:15\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20092:15\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20092:15\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20092:15\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20092:15\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJv1DodL-ipBIRCUo5cHZHXWU,2.4,"['bank', 'atm', 'accounting', 'finance', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=7304072744679328265,31.0,https://www.bbva.es/,,,41.4034591,2.1636877
Eixample,pharmacy,OPERATIONAL,932 18 95 86,+34 932 18 95 86,Farmàcia Mariné,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0900'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u200910:00\u202fPM']}",ChIJYafr8JqipBIR-0lyJL-1Kuc,4.0,"['pharmacy', 'store', 'health', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=16657326004338051579,30.0,https://www.instagram.com/farmaciamarinebcn/,,,41.39331459999999,2.1531181
Eixample,doctor,OPERATIONAL,932 18 95 32,+34 932 18 95 32,"Alimmenta, dietistas - nutricionistas","{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJiRlCT5iipBIRrHAIwkkyRL4,4.8,"['doctor', 'health', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=13710138457991966892,185.0,https://www.alimmenta.com/,,,41.39743259999999,2.1540563
Eixample,lawyer,OPERATIONAL,932 18 93 06,+34 932 18 93 06,Del Rio Abogados,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJzT3qDJeipBIR0AkLMLymajY,5.0,"['lawyer', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=3921129752769530320,23.0,https://www.delrioabogados.net/,,,41.3936292,2.1688944
Eixample,restaurant,OPERATIONAL,932 18 92 22,+34 932 18 92 22,Roig Robí,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1530'}, 'open': {'day': 1, 'time': '1300'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '2000'}}, {'close': {'day': 2, 'time': '1530'}, 'open': {'day': 2, 'time': '1300'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '2000'}}, {'close': {'day': 3, 'time': '1530'}, 'open': {'day': 3, 'time': '1300'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '2000'}}, {'close': {'day': 4, 'time': '1530'}, 'open': {'day': 4, 'time': '1300'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '2000'}}, {'close': {'day': 5, 'time': '1530'}, 'open': {'day': 5, 'time': '1300'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '2000'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '2000'}}], 'weekday_text': ['Monday: 1:00\u2009–\u20093:30\u202fPM, 8:00\u2009–\u200910:30\u202fPM', 'Tuesday: 1:00\u2009–\u20093:30\u202fPM, 8:00\u2009–\u200910:30\u202fPM', 'Wednesday: 1:00\u2009–\u20093:30\u202fPM, 8:00\u2009–\u200910:30\u202fPM', 'Thursday: 1:00\u2009–\u20093:30\u202fPM, 8:00\u2009–\u200910:30\u202fPM', 'Friday: 1:00\u2009–\u20093:30\u202fPM, 8:00\u2009–\u200910:30\u202fPM', 'Saturday: 8:00\u2009–\u200910:30\u202fPM', 'Sunday: Closed']}",ChIJGWaqOZeipBIRfgHm3hCfYZU,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=10764059479200104830,474.0,http://www.roigrobi.com/,,3.0,41.396905,2.156258
Eixample,insurance_agency,OPERATIONAL,932 18 91 71,+34 932 18 91 71,Assegurances Catalana Occident,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1300'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '1300'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '1300'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '1300'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1600'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJ5cFJJpiipBIRa-P0CwyTYYs,1.0,"['insurance_agency', 'accounting', 'finance', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=10043470323962405739,1.0,http://www.seguroscatalanaoccidente.com/,,,41.3993301,2.1548708
Eixample,parking,OPERATIONAL,932 18 87 88,+34 932 18 87 88,Parking Windsor,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJA1wFs5CipBIRbc2KbGka1ps,3.5,"['parking', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=11229191760989834605,149.0,http://windsorparking.es/,,,41.3960745,2.1556593
Eixample,electronics_store,OPERATIONAL,932 18 86 77,+34 932 18 86 77,Guitarland,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 1, 'time': '2030'}, 'open': {'day': 1, 'time': '1700'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 5, 'time': '2030'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '1000'}}, {'close': {'day': 6, 'time': '2030'}, 'open': {'day': 6, 'time': '1700'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Sunday: Closed']}",ChIJB7UHGJaipBIR5UOzzX-e_WU,4.6,"['electronics_store', 'point_of_interest', 'home_goods_store', 'store', 'establishment']",https://maps.google.com/?cid=7349204438687630309,324.0,http://www.guitarland-bcn.com/,,,41.4004493,2.1585698
Eixample,home_goods_store,OPERATIONAL,932 18 86 77,+34 932 18 86 77,Guitarland,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 1, 'time': '2030'}, 'open': {'day': 1, 'time': '1700'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 5, 'time': '2030'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '1000'}}, {'close': {'day': 6, 'time': '2030'}, 'open': {'day': 6, 'time': '1700'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20098:30\u202fPM', 'Sunday: Closed']}",ChIJB7UHGJaipBIR5UOzzX-e_WU,4.6,"['electronics_store', 'point_of_interest', 'home_goods_store', 'store', 'establishment']",https://maps.google.com/?cid=7349204438687630309,324.0,http://www.guitarland-bcn.com/,,,41.4004493,2.1585698
Eixample,liquor_store,OPERATIONAL,932 18 81 99,+34 932 18 81 99,Bodega Bonavista,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1030'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1700'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1030'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1030'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1030'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1030'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1200'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1800'}}], 'weekday_text': ['Monday: 10:30\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Saturday: 12:00\u2009–\u20093:00\u202fPM, 6:00\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}",ChIJoWx-hJaipBIRAK2lurWMlJE,4.1,"['bar', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10490164144201116928,61.0,,,,41.39805789999999,2.1594562
Eixample,parking,OPERATIONAL,932 18 81 38,+34 932 18 81 38,Travessera Parking Pompeia,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJ-9mFJ5iipBIRDg0OFAjpFrQ,3.9,"['parking', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=12976815597220138254,43.0,http://parkingtravessera.es/,,,41.3992788,2.1550392
